00101000010101111111,01110110111101000011,10010110000010001111,11101010011000010101,10101111100111010010,11011100001101001100,00101100101110100101,11100101010011100110,01001111100001101001,01100101001110011011,10111001111000101010,11110000100011111001,11000010101100111110,01011110010110110010,01011001101011010111,10000011011111100001,00110111001001110100,10010101110100010101,01110011110110001100,00000100111011011000
11101100101010010110,00001011111111000110,00100110011011111010,01111001001011101100,11010001011110110000,01110111100110100010,11100011100101011100,10111000110100101010,11100000010111100111,01010100001101001011,10011111000001110110,01000001110000111111,11001111010010001011,10100101111001100001,00110101010110011101,00101011001100110011,01111010110001010001,10010010101010101101,00001100100111111001,01001110011100100100
01111001001111110100,10100010110011110100,10100101010111101001,00111010010110011001,10001111001010111111,00101001111001001010,10110111011100110010,01100111000011010011,01011111110010100000,01010011010001101111,11000001110110011110,01101100110100110111,11110000101010101011,10011001100101110011,11101011101100000101,11111110000101001110,00110101100000011101,01000110101101111000,11011100011001010001,00010110111111000111
11110011011100100001,10101010010110011111,11001001001000101111,10010111010011100110,10000110101101111101,10111000001011110001,10011101111000011000,01010110001010011011,11100100110000110011,00110000111110101110,01001101011110110100,01110001010001011101,01101110011001000110,00101111100010101001,11001010110011101000,00000001111111000011,11011100100110000101,01011011100101110010,11100011101010010100,11100101000111001010
10011111001100000101,11010001001111110000,00000111101110011010,10001001011011001011,11101110111011010000,01011100101001011110,11010011110000010011,00010100111101101001,01100011101001101101,11000100100110100111,10001010110101111100,01011110000010111001,00101101100101110011,01001010011100100010,11110110000101001010,00110010011111010111,10100101011000111110,00010111010011100110,01111001110110001100,10111010101010100010
00101000010101111111,01110110111101000011,10010110000010001111,11101010011000010101,10101011100111010010,11011100001101001100,00101100101110100101,11100101110011100110,01001111100001101001,01100101001110011011,10111001111000101010,11110000100011111001,11000010101100111110,01011110010110110010,01011001101011010111,10000011011111100001,00110111001001110100,10010101110100010101,01110011110110001100,00000110111011011000
01101100100001011110,00101110101111100101,11111000101110010000,11000111100100010101,00100011010110111110,10100011101001111010,10011110010101111000,00001001110011011001,10111101110000100100,11110000110101101101,11101110011000001011,01110111000011001000,01010110110010110011,00110101011101010011,10111010000011010111,01011001001000111101,10010100101110001110,11000100011011110100,11001101000111100011,01011011111101000110
10100000101111101010,11011100101111000101,00111100011010010010,11001110100010111000,00011001101001111100,01101001110010100111,00000110011011101101,10010011111110110001,10110101000000111111,01100101110101011001,01111010001100101001,01010111000111100010,01000110101100110110,11001000011001110011,11010010110001001110,10101111101001000011,11001101011100001110,10101110010101100100,00001010000111011111,11100011001011010100
10011111001100000101,11010001001111110000,00000111101110011010,10001001010011001011,11101100111011010001,01011100101001011110,11010011110000010011,00010100111100101001,01100011101001101101,11000100100110100111,10001010110101111100,01011110000010111001,00111101100101110011,01001111011100100010,11110110000101001010,00110010011111010111,10100101011000111110,00010111110011100100,01111001110110001100,10111010101010100010
10011111001100000101,11010001001111110000,00000111101110011010,10001001011011001011,11101110111011000000,01011100101001011110,11010011110000010011,00010100111100101001,01100011101001101101,11000100100110100111,10001010110101111100,01111110000010111001,00101101100101110011,01001010011100100010,11110110000101001010,00110010011111010111,10100101011000111110,00010111010011100110,01111001110110001100,10111010101010100010
10011111001100000101,11010001001111110000,00000111101110011010,10001001011011001011,11101110111011010000,01011100101001011110,11010011110000010011,00010100111100101001,01100011101001101101,11000100100110100111,10001010110101111100,01011110000010111001,00101101100101110011,01001011011100100010,11110110000101001010,00110010011111010111,10100101011000111110,00010111110011100110,01111001110110001100,10111010101010100010
01001000001101001111,01111000100010100101,00101101110011001010,10100101001001100101,00000110100101111001,01110011001111101000,11100101100110011110,00010111101000001111,01000110010011100110,11100010111000101011,10111110010100001100,00110100011110010011,01110011010001010101,10010000111011011100,10010001110101100011,00101011111100110110,10001011000010111011,01011101011000111000,11001111111110000001,11111110101001010010
10011111001100000101,11010001001111110000,00000111101110011010,10001001010011001011,11101110111011000000,01011100101001011110,11010011110000010011,00010100111101101001,01100011101001101101,11000100100110100111,10001010110101111100,01111110000010111001,00101101100101110011,01001010011100100010,11110110000101001010,00110010011111010111,10100101011000111110,00010111010011100110,01111001110110001100,10111010101010100010
10011111001100000101,11010001001111110000,00000111101110011010,10001001011011001011,11100110111011000000,01011100101001011110,11010011110000010011,00010100111100101001,01100011101001101101,11000100100110100111,10001010110101111100,01101110000010111001,00101101100101110011,01001010011100100010,11110110000101001010,00110010011111010111,10100101011000111110,00010111010011100110,01111001110110001100,10111010101010100010
00111001001111110100,10100010110001110100,10100101010111101001,00111010010110011001,10001111001010111111,00101001111001001010,10110111011100010010,01100011000011010011,01011111110010100000,01010011011001101101,11000001110110011110,01101100010100110111,11110000101010101011,10011001100101110011,11101011101100000101,11111110000101001110,00110101100000011101,01000110101101111000,11011100011011010001,00010110111111000111
10011111001100000101,11010001001111110000,00000111101110011010,10001001001011001011,11101110111011000000,01011100101001010110,11010011110000010011,00010100111101101001,01100011101001101101,11000100100110100111,10001010110101111100,01011110000010111001,00101101100101110011,01001010011100100010,11110110000101001010,00110010011111010111,10100101011000111110,00010111010011100110,01111001110110001100,10111010101010100010
11000101000110011111,11101011100011010000,10101101101100101100,10110011100101001011,11011000110101111000,10100010010010101101,11110101010000100010,00011011001010111000,00100110011111011000,10010101111011010101,11110010001001011110,01000100101011101011,01110110100100110101,10001110111000010011,11111000001110000001,00111100110010011110,10011110000111100110,00101001011101110111,01011111010001001101,01000011111110000110
10100000101111101010,11011100101111000101,00111100111011010010,11001110110010111000,00011001101001111100,01101001110010100111,00000110011011101101,10010011111110010001,10110100000010111111,01100101110101011001,01111010001000001001,01010111000111100010,01100110101100110110,11001000011001110011,11010010110001001110,10101111100001000011,10001101011100001110,10111010010101100100,00001010000111011111,11100011001011010100
