10000101101,01001110110,11011001110,00101011011,01110011100,11100010111,00111100101,01010101011,11101101000,10110110010,11011010001
00110110101,01101010100,10100111110,10111011000,10101000011,11010110010,10011100100,01110101010,00011011111,01001111001,11010001101
11101111001,11001100111,10011111100,00101010111,01110100100,11000011110,10110001101,01010111011,01111001010,10110110010,11011010001
10101010101,01110110001,00011111100,00101111011,01111001111,10110011010,10111100110,10010101001,11000111110,11101101000,11011010011
00101001111,10101010011,11000100111,11001011100,00101110100,11110000100,10011101001,01111101010,01011010111,01100111001,10010111110
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
10100111001,11100000111,01101110100,00001111111,11001101000,11010011110,10111001101,01110101011,01101011010,10111100010,11011010001
01111110001,11001100111,00011101100,10011010010,01010010111,11100111100,10110000101,10010101011,01111001010,00101011111,11001011001
11100110010,01111111100,10101101001,10000111110,01001100111,10111000110,11010100101,00110101011,11100011111,00011010001,11011001010
01001011101,00110111000,01111100101,00101101011,01010001110,10111010110,11101001000,10000101101,01100110110,11011110010,11110010011
00001011101,11110010001,00101110011,11001001011,01111001110,10011010110,11101100101,10110101111,11100111110,11011111000,01010110111
11101010001,00110101011,00111010110,10101100110,11100001110,10100111100,01111100100,10011001101,01001111111,11011111010,11010110111
10000111110,10001011011,01010011101,01011101010,11100101001,11001100101,00101111100,11111010000,01101001110,01100110011,10110100111
01001011110,10100101010,10100010111,10011011001,01000111001,11001100101,00101111100,11010111100,01110001101,01111110010,00010101111
11110110100,01100101101,10010001111,01010110011,00011111110,10101110001,11111101000,11001100110,11100011010,11001011101,01111000111
10010011110,01010101011,01101011010,00001010111,11011110010,11100100110,01110010101,00011101100,11111000011,10100111001,11001001101
11010100011,11101010001,10100111001,10011110010,01110110100,11000011010,11001101100,01101101010,00001110111,01011111001,10111001111
10010111010,10111100011,01011101001,11011010100,01110010011,11000100111,10100111101,01101101110,11110001100,11001011011,00011001111
11100010011,11011000101,00000100111,00010011111,01110110101,01101001110,11000111100,11110101010,10101101001,10111110110,01011110011
10100100101,11001100111,00101111010,00001011101,10010001110,11100010100,01111100100,01100001111,10111000011,00010110111,11010111001
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
10101010101,01110110001,00011111100,00101111011,01111001111,10110011010,10111100110,10010101001,11000111110,11101101000,11011010011
00101001111,10101010011,11000100111,11001011100,00101110100,11110000100,10011101001,01111101010,01011010111,01100111001,10010111110
10100100101,11001100111,00101111010,00001011101,10010001110,11100010100,01111100100,01100001111,10111000011,00010110111,11010111001
00110110101,01101010100,10100111110,10111011000,10101000011,11010110010,10011100100,01110101010,00011011111,01001111001,11010001101
00101001111,10101010011,11000100111,11001011100,00101110100,11110000100,10011101001,01111101010,01011010111,01100111001,10010111110
11101111001,11001100111,10011111100,00101010111,01110100100,11000011110,10110001101,01010111011,01111001010,10110110010,11011010001
00110110101,01101010100,10100111110,10111011000,10101000011,11010110010,10011100100,01110101010,00011011111,01001111001,11010001101
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
11110110100,01100101101,10010001111,01010110011,00011111110,10101110001,11111101000,11001100110,11100011010,11001011101,01111000111
00101001111,10101010011,11000100111,11001011100,00101110100,11110000100,10011101001,01111101010,01011010111,01100111001,10010111110
10100100101,11001100111,00101111010,00001011101,10010001110,11100010100,01111100100,01100001111,10111000011,00010110111,11010111001
11010100011,11101010001,10100111001,10011110010,01110110100,11000011010,11001101100,01101101010,00001110111,01011111001,10111001111
11101111001,11001100111,10011111100,00101010111,01110100100,11000011110,10110001101,01010111011,01111001010,10110110010,11011010001
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
00101001111,10101010011,11000100111,11001011100,00101110100,11110000100,10011101001,01111101010,01011010111,01100111001,10010111110
11110110100,01100101101,10010001111,01010110011,00011111110,10101110001,11111101000,11001100110,11100011010,11001011101,01111000111
10100100101,11001100111,00101111010,00001011101,10010001110,11100010100,01111100100,01100001111,10111000011,00010110111,11010111001
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
01001011110,10100101010,10100010111,10011011001,01000111001,11001100101,00101111100,11010111100,01110001101,01111110010,00010101111
10100100101,11001100111,00101111010,00001011101,10010001110,11100010100,01111100100,01100001111,10111000011,00010110111,11010111001
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
10100111001,11100000111,01101110100,00001111111,11001101000,11010011110,10111001101,01110101011,01101011010,10111100010,11011010001
10100111001,11100000111,01101110100,00001111111,11001101000,11010011110,10111001101,01110101011,01101011010,10111100010,11011010001
01001011110,10100101010,10100010111,10011011001,01000111001,11001100101,00101111100,11010111100,01110001101,01111110010,00010101111
10001111010,10111100,01000100,0100110100,1111100010,1100010001110100,010,1100011010,1111011010011,0110001,0111101
00110110101,01101010100,10100111110,10111011000,10101000011,11010110010,10011100100,01110101010,00011011111,01001111001,11010001101
10010011110,01010101011,01101011010,00001010111,11011110010,11100100110,01110010101,00011101100,11111000011,10100111001,11001001101
10010111010,10111100011,01011101001,11011010100,01110010011,11000100111,10100111101,01101101110,11110001100,11001011011,00011001111
00101001111,10101010011,11000100111,11001011100,00101110100,11110000100,10011101001,01111101010,01011010111,01100111001,10010111110
10010111010,10111100011,01011101001,11011010100,01110010011,11000100111,10100111101,01101101110,11110001100,11001011011,00011001111
10101010101,01110110001,00011111100,00101111011,01111001111,10110011010,10111100110,10010101001,11000111110,11101101000,11011010011
00001011101,11110010001,00101110011,11001001011,01111001110,10011010110,11101100101,10110101111,11100111110,11011111000,01010110111
11100110010,01111111100,10101101001,10000111110,01001100111,10111000110,11010100101,00110101011,11100011111,00011010001,11011001010
01001011101,00110111000,01111100101,00101101011,01010001110,10111010110,11101001000,10000101101,01100110110,11011110010,11110010011
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
10010111010,10111100011,01011101001,11011010100,01110010011,11000100111,10100111101,01101101110,11110001100,11001011011,00011001111
00101001111,10101010011,11000100111,11001011100,00101110100,11110000100,10011101001,01111101010,01011010111,01100111001,10010111110
00001011101,11110010001,00101110011,11001001011,01111001110,10011010110,11101100101,10110101111,11100111110,11011111000,01010110111
10101010101,01110110001,00011111100,00101111011,01111001111,10110011010,10111100110,10010101001,11000111110,11101101000,11011010011
01001011110,10100101010,10100010111,10011011001,01000111001,11001100101,00101111100,11010111100,01110001101,01111110010,00010101111
01110101100,11101000111,01100110011,10001111110,11101011000,11010010110,10111110001,00111001010,01011011101,11010101011,10100011101
01001011101,00110111000,01111100101,00101101011,01010001110,10111010110,11101001000,10000101101,01100110110,11011110010,11110010011
10101010101,01110110001,00011111100,00101111011,01111001111,10110011010,10111100110,10010101001,11000111110,11101101000,11011010011
10010111010,10111100011,01011101001,11011010100,01110010011,11000100111,10100111101,01101101110,11110001100,11001011011,00011001111
01111110001,11001100111,00011101100,10011010010,01010010111,11100111100,10110000101,10010101011,01111001010,00101011111,11001011001
11010100011,11101010001,10100111001,10011110010,01110110100,11000011010,11001101100,01101101010,00001110111,01011111001,10111001111
10100111001,11100000111,01101110100,00001111111,11001101000,11010011110,10111001101,01110101011,01101011010,10111100010,11011010001
11010100011,11101010001,10100111001,10011110010,01110110100,11000011010,11001101100,01101101010,00001110111,01011111001,10111001111
111011101,0111100111,10000111110,1100110101000,000110110101100,1100001110010100111,01010111011001010,110100,11001010111110111111101011111000,10010111101,00,1111000011101111100011
10010011110,01010101011,01101011010,00001010111,11011110010,11100100110,01110010101,00011101100,11111000011,10100111001,11001001101
11101111001,11001100111,10011111100,00101010111,01110100100,11000011110,10110001101,01010111011,01111001010,10110110010,11011010001
00001011101,11110010001,00101110011,11001001011,01111001110,10011010110,11101100101,10110101111,11100111110,11011111000,01010110111
10101010101,01110110001,00011111100,00101111011,01111001111,10110011010,10111100110,10010101001,11000111110,11101101000,11011010011
00110110101,01101010100,10100111110,10111011000,10101000011,11010110010,10011100100,01110101010,00011011111,01001111001,11010001101
10100100101,11001100111,00101111010,00001011101,10010001110,11100010100,01111100100,01100001111,10111000011,00010110111,11010111001
11100110010,01111111100,10101101001,10000111110,01001100111,10111000110,11010100101,00110101011,11100011111,00011010001,11011001010
11010100011,11101010001,10100111001,10011110010,01110110100,11000011010,11001101100,01101101010,00001110111,01011111001,10111001111
10100100101,11001100111,00101111010,00001011101,10010001110,11100010100,01111100100,01100001111,10111000011,00010110111,11010111001
11110110100,01100101101,10010001111,01010110011,00011111110,10101110001,11111101000,11001100110,11100011010,11001011101,01111000111
01111110001,11001100111,00011101100,10011010010,01010010111,11100111100,10110000101,10010101011,01111001010,00101011111,11001011001
01001011110,10100101010,10100010111,10011011001,01000111001,11001100101,00101111100,11010111100,01110001101,01111110010,00010101111
10010111010,10111100011,01011101001,11011010100,01110010011,11000100111,10100111101,01101101110,11110001100,11001011011,00011001111
