011111000011011011,101111000101101101,110111000110110110,111011111100010001,111101111010001100,111110111001100010,111000100011110101,111000010101011110,111000001110101011,100011011011000111,010101101101000111,001110110110000111,100110101111011000,010011110111101000,001101011111110000,100101110000111011,010110011000111101,001011101000111110
001010100111001010,010110101000011111,110111111001000000,100100110110010011,100000011001111010,000001101101110101,110011000011010110,011011110000110011,110010001110101001,010110010101110100,101111000001011001,000111010010101111,111101100100101110,101010011100000111,011101011110011000,111000110011001101,011100001011100011,101110101010110100
011100001111110010,110100110101000111,000110000111101101,001010110011010110,010011001101011100,100001010111111011,001101101001001011,011000110110011001,100100111000111100,001011011100100111,010111100000110011,110010001010001011,111111010001101000,101010101101110001,101101000010010101,010001111011100101,100111111110000000,111001100110101110
011100001111110010,110100110101000111,000110000111101101,001010110011010110,010011001101011100,100001010111111011,001101101001001011,011100110110011001,100100111000111110,001011011100100111,010111100000110011,110010001010001011,111111010001101000,101010101101110001,101101000010010101,010001111011100101,100111111110000000,111001100110101110
011100001111110010,110100010101000111,000110100111101101,001010110011010110,010011001101011100,100001010111111011,001101101001001011,011000110100011001,100100111000111110,001011011100100111,010111100000110011,110010001010001011,111111010001101000,101010101101110001,101101000010010101,010001111011100101,100111111110000000,111001100110101110
010101101101110000,100101000100011101,011000010110110001,100011100110010010,111001101100001011,000100100011111011,001110011101011010,000001011110101110,001001111011010101,110010111000111100,011011000001111110,101111001010100001,011110100110001100,110010001111000111,110101010011001000,000011110101101001,101100110101100110,010111110000000111
000100110101011101,111100101110010110,011010001011011101,100110011010111000,001000011101110011,011111011100001000,001110110011001010,101001100110101001,100101011011000111,110110101001100001,001111000111110100,010010010110100111,110011000101011010,010001111011110000,000011101000101110,111000010001101100,101011110000010101,011101000000111011
010101101101110000,100101000100011101,011000010110110001,100011110110010010,111001101000001011,000100100011111011,001110011101011010,000001011110101110,001001111011010101,110010111000111100,011011000001111110,101111001010100001,011110100110001100,110010001111000111,110101010011001000,000011110101101001,101100110101100110,010111010000000111
001011110110000101,101011101000100110,100100100100111101,000010011001101101,101110011010011000,011100111010100100,100101110011001110,011101101001011001,110010101111010100,000001111110111010,100101001111100001,111011010101101000,001100011101010110,101000110011110011,111000001110001111,110001011000010101,110110111100000011,010111000010110111
001011111010100001,111001100101100101,001111010101110010,010011100011011110,101100000010111111,111010011000010101,100000111001101110,010110101100111001,100111001001001001,110101110000000011,101001101100011010,011101011000101100,110111001110100110,101110110110001100,011000011111001011,000101111111010101,111100101011110000,110001010110111000
000100001101111111,110011001111100100,010001111100000101,011111101001001000,111111000010011101,101000101011010011,100010111010101001,111100010111100001,001011100100110011,001010110111011100,001101011010100110,010110100011000111,100101100110001010,010001010011111010,111000100000101110,101011010001001111,100101110001110100,110110011100010010
000100001101111111,110011001111100100,010001111100001101,011111101001011000,111101000010011101,101000111011010011,100110111010101001,011100010101100001,001011100100110011,001010110110011100,001101011010100110,010110100011000111,100101100111001010,010001010011111010,111000100000101110,101011010001001111,100101110001110100,110110011100010010
001000101101000111,100010110100111100,110001101011011100,010011110110001011,001111000111010110,100100011111001010,101011011001011001,000110101011100001,011110111000001100,101100110010010011,111010000011101010,110110001100010011,111101110101100000,101101000110101101,001101101000111010,100011011010100110,011000011110110000,010100010001111111
100100110010110110,001100011100000111,011001100110101110,010110000111011101,110101010101100100,110011101100010110,101110110100001000,111101101010000001,111000010001011011,001111000000110011,100001011110111001,000100101101101011,101010001011101110,001101111001011100,011010111111110000,000011110011000111,010010111000101101,010111011010001010
001100011011010101,110101000110000101,001110000101101011,101011110011000011,111110111000001100,010111011010100010,011001000011011110,110010010110011001,100110100010110110,100101011101011010,111001001000110011,010010101101010111,100011001011101101,111000101111100000,001111101110011001,001011010100110100,000000111110101111,010101110001111001
011000100110101101,110010101011000111,111101100101000010,111011110000011101,010011010101100001,010111000110011110,101010110110010010,101110010001101111,110100011110001001,111010001101111000,110100110011110100,001111111011001000,001101001111010101,111001011010100110,100111101100100100,000000111101011110,100001100011111011,011110101000110011
001011111010100001,111001100101100101,001110010101110010,010011100011011110,101100000010111111,111010011000010101,100000111001101110,010110101100111001,100111001001001001,110101110000000011,101001101100011010,011101011000101100,110111001110100110,101110110110001100,011000011111001011,000101111111010101,111100101011010000,110001010111111000
001011110110000101,101011101000100110,100100100100111101,000010011001101111,101110011010011000,011100111010100100,100101110011001110,011111101001011001,110010101111010100,000001111110111010,100101001111100001,111011010101101000,001100011101010110,111000110011110011,111000001110001111,110001011000010101,110110111100000011,010111000010110110
100011100111001010,001110001011110010,110100010011011100,110010011110100001,010110000100101110,101110100010100101,011101100101010011,111011001000011101,100101010000111011,011011110010110110,111000111001101010,001110111100011000,010101101010101000,000000101110011111,100001101101110100,001001010111101101,101101011110000110,000111111001000111
110011110110010001,100111100011100100,110101000100011110,101010011010111110,000001011111001010,011011001001010101,010100101010111000,101001101100101001,011111110000001100,000000110101111101,110110011001101011,000110101110000111,111100011111100100,101110000111011001,001101010010110011,101100111001010010,011010100101110010,111000100011001111
101100010111100010,101011001011101101,100010110001111011,101101000101011111,011111100001101010,011000110111001001,111100101000110001,001001110010110111,010000001110111110,010100011001000111,010111000111110001,000101111100101001,111011011100000011,001110111101010100,100001101011010010,110111010010011100,110001110101100100,100110100110000111
001011110110010101,101011101000100110,100100100100111101,000010011011101111,101110011010011000,011100111010100100,100101110011001110,011111101001011001,110010101111010100,010001111110111010,100101001111100001,111011010101101100,001100011101010110,111000110011110011,111000001110001111,110001011000010101,110110110100000011,010111000010110110
011111010110110100,100000111111110101,001100011010011011,101001100010111110,010011101100010111,010100100110101001,101111001100101101,001101100101110011,100110000111011110,110001011100111010,111110101001110000,010101001011100110,100111110010100011,011010010001101111,111100111100000110,001011111111001000,110101110001011101,111001000111000001
011000100110101101,110010101011000111,111101100101000010,111001110000011101,010011010101100001,010111000110011110,101010110110010010,101110010001101111,110100011110001011,111010001101111000,110100110011110100,001111111011001000,001101001111010101,011001011010100110,100111101100100100,000000111101011110,100001100011111011,011110101000110011
000100110101011101,111100101110010110,011010001011011101,100110011010111000,001000011101110010,011111011100001000,001110110011001010,101001101110101001,100101011011000111,110110101001100001,001111000111100100,010010010110100111,110011000101011010,010001110011110000,000011101000101110,111000010001101100,101011110000010101,011101000000111011
101111001110000101,110001011010111011,110110000001010011,100100011101110100,011010110110110101,111000101011100110,111101100000111100,011101111011010000,101011010101011110,011111001100100010,010111010011101100,100011100111110000,001100000111111011,000101110000100111,101110111001101001,110100110110001010,010001101101001101,000110101010011110
011000100110101101,110010101011000111,111101100101000010,111001110000011101,010011010101100001,010111000010011110,101010110110010011,101110010001101111,110100011110001001,111010001101111000,110100110011110100,001111111011001000,001101001111010101,111001011010100110,100111101100100100,000000111101011110,100001100011111011,011100101000110011
100100110010110110,001000011110000111,011001100110101110,010110000111011101,110101010101100100,110011101100010110,101110110100001000,111100101010000001,111000010001011011,001111000000110011,100001011110111001,000100101101101011,101010001011101110,001101111001011100,011010111111110000,100011110011000011,010010111000101101,010111011010001010
011000100110101101,110010101011000111,111101100101000010,111001111000011101,010011010101100001,010111000110011110,101010110110010010,101110010001101111,110100011110001011,111010001111111000,110100110011110100,001111111011001000,001101001111010101,011001011010100110,100111101100100100,000000111101111110,100001100010111011,011110101000110011
010111011001001110,111100101011011100,001010110001111010,011111010110010000,100101110010001011,000100011010110110,001001111000011101,000111100111101101,101101000100111111,110000110101010111,110111101000110001,101110011101000001,011001001011100011,011100111100101000,111010010010101101,010010001110011011,101011101110000110,100001011111111000
010111011001001110,111100101011011100,001010110001111010,011111010110010000,100101110010001011,000100011010110111,001001111000011101,000111100111101101,101101000100111111,110000110101010111,110111101000110001,101110011101000001,011001001011100011,011100111100101010,111010010010101101,010010001110011011,101011101110000110,100001011111111000
101100011111100010,101011001011101101,100010010001111011,101101000101011111,011111100001101010,011000110111001001,111100101000110001,001001110010110111,010000001110111110,010100011001000111,010111000111110001,000101111100101001,111011011100000011,001010111101010100,100001101011010010,110111010010011100,110001110101100100,100110100110000111
111001000110101001,011100011001011011,011010101110011100,111001000011010110,110011101000000011,101100111010000101,001001111110110010,011111110000101110,110111010110010000,100010010010111111,100110101011111000,010011011011100101,001110000111000011,101011011101001100,110000110111001010,111010110101110001,110100001100100110,000101100101011101
000001111001110111,010110101010000111,010110010001111001,011101111010100000,110011110110010001,101010010010100111,010101000110110110,001011100011011100,111101000001000101,111010101101110010,001110011100010100,111100110000011110,110011001100101100,101100001010111001,011000011111001011,001111100100101011,100111011011001010,100100110111101100
111011111000010010,010011010101101011,100011101111000011,110111110010001101,010010101110111100,001110110010110011,101111000100101110,100101011100110001,000111010111010100,011101100101011001,110101000011111010,101000010110011111,000110001001011111,111010000001110101,110100110101100110,111110011111001000,001001111011101100,011101001110000111
