01111010110010,00010110011111,00111001111100,00101100101011,10100011000111,01100101010001,10010111100001,11110000001001,11001000110101,10101110011000,01100110101100,11000001111010,01001011001001,11011101000110
10101010101110,11111011110000,00010011011110,11010010000111,00001111100101,01100011101011,01110100110110,11011101101010,01001000011101,10101101010011,10110001101101,11100111001100,00111110001001,10000110111001
00010110111001,01001111110100,11000101011101,11010111000010,00011011001111,11111000101100,10101110000001,10110011010100,01100110011110,10101001111010,11000010110111,00110101100111,01111000010011,01100011101001
00001111100010,11111010000010,11000001101011,00110101000011,10011011010101,01011110011001,11101101010000,00101000110011,01010100110110,11100110100101,10001100001110,10110110111000,01100011011110,01111001101100
11001111000001,11100010011010,11000011101100,01010101011000,01111001100010,10111011010100,01011010110001,10110100101001,00100111110111,10001001111011,11001100110100,11010000000111,00011110001110,01101000001101
11001100101001,01000101001111,10100110011100,00001111110101,01100010100111,01111111000000,00111000001101,11010011101100,00011110101010,01101001111010,01010010011001,10110101110011,11011000010110,10001011001011
00010001101111,10101001010111,01001110110101,01100101110010,01011011000010,11101010101001,01111000011100,11110101000101,10011101111000,10110011110100,00101111001100,11000110011110,10111100100110,00110110011011
11001111000001,11100110011010,11000011101100,01010101011100,01111001100010,10111011010100,01011010111001,10110100101001,00100111110111,10001001011011,11001100110100,11010000000111,00011110001110,01101000001101
10100111100011,01110100111001,01001101010101,10011010110001,11011001001011,11101000110010,11010110000110,00111000100111,10110001010100,01000011111110,00111110011010,11101010001101,01111011100000,10001101101100
10111001111001,11101000101110,01011101001010,00000111101101,01100101110010,01011010110100,11010100100001,11000010011011,10010011100010,10001101010111,11101111000000,10110110011100,01110001000111,00111110100011
11100111011000,01110000111101,10100001101110,11111000000010,10110011110001,00011011011110,00101100110010,11001101010101,10011110101100,10010100011011,00100110000111,00111101001001,01010101100010,01001010101011
00000101101110,00110100110101,11110101000010,10101011110011,00010011010110,11001101010101,00111111011000,01011000111010,01101110000111,01010011101001,10011110100100,11100010111100,10111000001111,10000110011011
