1101111100010100,0111110010001110,1100110000111011,0110001110011001,0001001100101111,0101000011110101,1001010111001001,1111011001100010,0011101001011001,1010111010100101,0010010101010111,0000111111111000,0100101111000011,1110100101101100,1011100110110010,1000001011011110
1011011010101010,1100001001111011,1100010110100101,0100111111001000,1001111000011101,0010101100101111,1111001101000100,0111010100011011,0101110001100110,0010011011010111,1001101110010011,1110100010011110,1010110101110000,1011100011001001,0001000111111100,0111101010110001
1110101010101100,1101001001001011,0100110011011101,0011100111101001,1001111110011000,1000101101110101,0110001111010010,1111010101000100,1011100010010111,1000010110101111,0011011000111101,1010110001111010,0001111011100110,0110111100000011,1101010010110001,0101100100111110
1011101001101001,1010110100111100,1100001000110111,1001110010010011,0111010001110010,1100111111100000,0111111100000101,1101100101001110,0000011101011011,1110010011001101,1110101110001010,0100101011011100,1011001111010100,0101000110111001,0010100111100111,0001011010101110
1011010100111010,0101000101001110,1000110111011001,1011001110001101,0110011101000011,0011111001010100,1110010011000110,0111000011110001,1000001001110111,0010101011101010,1110100101100100,0110100000011111,0001110110100111,1101111000101001,1101101110010010,0100011110111100
1100000001111111,1110111001001000,0100011110101101,0001101101001111,1111001100100110,0101110011100010,0110100110011010,0011011000111011,1101101010010001,1010110100100111,1011010010001110,0010101011110100,1000011111010010,1011000111101001,1001110100111100,0111010101010101
1000010110011111,0011110000110101,1101000111100101,0100111110101100,1000101101110110,0011110111000010,1110100011101011,1111100100011000,1011001010101110,1010011101101001,1110011011010100,0110001101001111,0001101011011001,1101111000000011,0101010001111010,0110001110110011
1011010100001010,1110011100100100,1101000111101001,1011110011000100,1010001001011101,1001001010110110,0010011011100011,1001111000000001,0000110110111101,0101010101010111,0111100000101111,1110100110010011,0111011010011000,1100110001111010,0100101111001110,0011101101110000
1110011001011100,0110001110100101,1101011100000011,1000101100111110,0111100101001110,1011010010100110,1110100001110011,0001001011010111,0100010111111010,1101101011101000,0101110000111101,1000110111000101,0010111010001011,1011000110011001,0011011101100001,0111111110010000
1110011001011100,0110001110110101,1101011100010011,1000101100101110,0111100101000110,1011010010100110,1010100001110011,0001001011011111,0100010111111010,1101101011100000,0101110000111101,1000110111000101,0110111010001011,1111000110011001,0011011101101001,0011111110010000
0100111100011011,1011110000000111,0100011011000111,0111100011110001,1010101011011100,0110011000110110,1100000110010111,0001101110100110,0001011101010101,1010011110100001,0111010110001100,1100110101100100,0010000101101111,1111001101000010,1101001000101101,1001010011111010
1011010100111010,0101000001001110,1000110111011001,1011001110001101,0110011101000011,0011111001010100,1110010010000110,0111000011110001,1000001001110111,0010101011101010,1110100101100100,0110100000011111,0001110110100111,1101111000101001,1101101110010010,0100011110111100
0011111101100010,1110001100110110,0010101010101101,1011001001011000,1010110110011000,0111000111001100,0110110001010111,1101111010000100,1001100101110101,0100011111110001,1111010000101001,1000010011101110,0001011100011111,0101100010111010,1100101101001011,1011000010000011
0011111101100010,1110001100110110,0010101010101101,1001101001111100,1010110110011000,0111000111001100,0110110001010111,1101111010000100,1001100110100101,0100011111110001,1111010000101001,1000010011101110,0001011100011111,0101100010111010,1100101101001011,1011001011010011
0011010101011110,1110011100100100,1101000111101001,1011110011000100,1010001001011101,1001001010110110,0010011011100011,1001111100001011,0000110110111101,0101011001010101,0111100000101111,1110100110010011,0111011010011000,1100110001111010,0100101111001110,0011101101110000
1000010110011111,0011110000110101,1101000111100101,0100111110101100,1000101101110110,0011110111000010,0110001110110011,1111100100011000,1011001010101110,1010011101101001,1110110011010000,0110100001001111,0001101011011001,1101111000000011,0101010001111010,0111011101010100
1101010001111010,0101100110100110,0111001000011111,1111011011000100,1010110010011110,0010011101110110,0011110001101101,1100100101010101,0100111010110001,1011000110110001,1001111100000011,0011101011011010,0001011110011100,0110010111001011,1000001011101111,1110101100101000
1011101001101001,1010110100111100,1100001000110111,1001110010010011,0111010001110010,1100111111100000,0111111100000101,1101100101001110,0000011101011011,1110010011001101,1110001110001010,0110101011011100,1011001111010100,0101000110111001,0010100111100111,0001011010101110
1110101010101100,1101001001001011,0100110011011101,0011100111101001,1001111110011000,1000101101110101,0110001111110010,1111010101000100,1011100010010111,1000010110101111,0011011000111101,1010110001111010,0001111011100110,0110111100000011,1101110010110001,0101100100111110
1110011001010100,0110001110100101,1101011100100011,1000101100011110,0111100101000110,1011010010101110,1010100001110011,0001001011010111,0100010111111010,1101101011101000,0101110000111101,1000110111000101,0110111010001011,1111000110011001,0011011101101001,0011111110110000
1101111100010100,0111110010001110,1100110000111011,0110011110111000,0001001100101111,0101000011110101,1001010111001001,1111011001100010,0011101001011001,1010111010100101,0010010101010111,0000111111100010,1110101110000011,1110100101101100,1011100110110010,1000001011011110
0001101011110011,1110001001001011,0111011010100101,0010111101101000,1101100101110101,0100111000011110,1011100010101110,1111110011010000,0011010100011011,1100110110100011,1010101110010101,1001011101000110,1101001110111000,0110000111110110,1000010011111101,0101100111001101
1100110011100011,1011010011001101,1010101100001010,1001100111110100,1100111001011100,0110100100101101,0010101010010111,0010011101110001,0111111110000000,0110000111011010,0011101001101010,1101001010111001,0000011110101110,0001110100011011,1101001101000111,1111010000110110
1000011100111110,0101101110110000,1011100101011100,1101011001011001,0010010111111001,0011111100000011,0111001010001010,0101010111000110,1100100101101011,1110110010010010,0111000000110111,0000101011010111,1001110010101101,1011001011100010,1110001110000101,0110111001101100
1000011100111110,0101101110111000,1011100101011100,1101011001011001,0010010111110001,0011111100000011,0011000010001011,0101010111000110,1100100101101011,1110110010010010,0111000000110111,0000101011010111,1001110010100101,1011001011100010,1110001110000101,0110111001101100
1000011100111110,0101101110111000,1011100101011100,1101011001011001,0010010111110001,0011111100000011,0011010010001011,0101010111000110,1100100101101011,1110110010010010,0111000000110111,0000101011011111,1001110010100101,1011001011100010,1110001110000101,0110111001101100
1000011100111110,0101101110110000,1011100101011100,1101011001011001,0010010111111001,0011111100000011,0110001010001010,0101010111000110,1100100101101011,1110110010010010,0111000000110111,0000101011010111,1001110010101101,1011001011100010,1110001110000101,0110111001100100
1000011100111110,0101101110110000,1011100101011100,1101011001010001,0010010111111001,0011111100000011,0111001010001011,0101010111000110,1100100101101011,1110110010010010,0111000000110111,0000101011010111,1001110010101101,1011001011100010,1110001110000101,0110111001101100
