010101,011010,111001,111100,110010,101111
100110,000011,110101,111010,010110,001101
111011,101110,100101,001111,010110,011100
010110,110010,110101,101100,011011,100111
001111,010011,101010,111100,100111,101001
111000,010100,110011,101101,101110,011011
101011,111110,000111,110001,011001,101101
011110,101110,001011,110010,000111,111101
101110,011100,110101,111001,010010,001111
011101,110110,101110,000111,100101,111011
101110,011100,110101,111001,010010,001111
010110,110010,110101,101100,011011,100111
111011,101110,100101,001111,010110,011100
111011,101110,100101,001111,010110,011100
001111,010011,101010,111100,100111,101001
101011,111110,000111,110001,011001,101101
011101,110110,101110,000111,100101,111011
010110,110010,110101,101100,011011,100111
101011,111110,000111,110001,011001,101101
111000,010100,110011,101101,101110,011011
111011,101110,100101,001111,010110,011100
111011,101110,100101,001111,010110,011100
111000,010100,110011,101101,101110,011011
011101,110110,101110,000111,100101,111011
101110,011100,110101,111001,010010,001111
010110,110010,110101,101100,011011,100111
010101,011010,111001,111100,110010,101111
011101,110110,101110,000111,100101,111011
011101,110110,101110,000111,100101,111011
010110,110010,110101,101100,011011,100111
111000,010100,110011,101101,101110,011011
111000,010100,110011,101101,101110,011011
111011,101110,100101,001111,010110,011100
011110,101110,001011,110010,000111,111101
011110,101110,001011,110010,000111,111101
010110,110010,110101,101100,011011,100111
111000,010100,110011,101101,101110,011011
011101,110110,101110,000111,100101,111011
111011,101110,100101,001111,010110,011100
101110,011100,110101,111001,010010,001111
011101,110110,101110,000111,100101,111011
011101,110110,101110,000111,100101,111011
101110,011100,110101,111001,010010,001111
111011,101110,100101,001111,010110,011100
001111,010011,101010,111100,100111,101001
010110,110010,110101,101100,011011,100111
101011,111110,000111,110001,011001,101101
101011,111110,000111,110001,011001,101101
101011,111110,000111,110001,011001,101101
010101,011010,111001,111100,110010,101111
011110,101110,001011,110010,000111,111101
011101,110110,101110,000111,100101,111011
010110,110010,110101,101100,011011,100111
010101,011010,111001,111100,110010,101111
101011,111110,000111,110001,011001,101101
101011,111110,000111,110001,011001,101101
111011,101110,101001,001111,100110,011100
101011,111110,000111,110001,011001,101101
010110,110010,110101,101100,011011,101111
101110,011100,110101,111001,010010,001111
010110,110010,110101,101100,011011,100111
011101,110110,101110,000111,100101,111011
001111,010011,101010,111100,100111,101001
010101,011010,111001,111100,110010,101111
101011,111110,000111,110001,011001,101101
011101,110110,101110,000111,100101,111011
011110,101110,001011,110010,000111,111101
011110,101110,001011,110010,000111,111101
010110,110010,110101,101100,011011,100111
011110,101110,001011,110010,000111,111101
101011,111110,000111,110001,011001,101101
011110,101110,001011,110010,000111,111101
010110,110010,110101,101100,011011,100111
111000,010100,010011,110101,101110,101011
010110,110010,110101,101100,011011,100111
101011,111110,000111,110001,101001,101101
011101,110110,101110,000111,100101,101011
111000,010100,110011,101101,101110,011011
011101,110110,101110,000111,100101,111011
011110,101110,001011,110010,000111,111101
111000,010100,110011,101101,101110,011011
101011,111110,000111,110001,011001,101101
0011110110011,101010,111100,100111,1010,1
011101,110110,101110,000111,100101,111011
111011,101110,100101,001111,010110,011100
010101,011010,111001,111100,110010,101111
101110,011100,110101,111001,010010,001111
111000,010100,110011,101101,101110,011011
011110,101110,001011,110010,000111,111101
101011,111110,000111,110001,011001,101101
111000,010100,110011,101101,101110,011011
111011,101110,100101,001111,010110,011100
001111,010011,101010,111100,100111,101001
111000,010100,110011,101101,101110,011011
010101,011010,111001,111100,110010,101111
001111,010011,101010,111100,100111,101001
111000,010100,110011,101101,101110,011011
010110,110010,110101,101100,011011,100111
011101,110110,101110,000111,100101,111011
101110,011100,110101,111001,010010,001111
111011,101110,100101,001111,010110,011100
111001,101110,100101,000111,101101,111001
111011,101110,100101,001111,010110,011100
101011,111110,000111,110001,011001,101101
010110,110010,110101,101100,011011,100111
011110,101110,001011,110010,000111,111101
101011,111110,000111,110001,011001,101101
