000000000001111111111,001111100001100011010,010111010000110001101,011011001001000110101,011101000100011010110,011110000010001101011,010000011111101011000,001000101110110101100,000100110111010110001,000010111011011000110,000001111100101100011,100111001010111110000,110011100101011101000,101110010101101100100,111001010011110100010,111100101001111000001,100101001111000001111,110010100110100010111,101010011100010011011,101001110010001011101,110100111000000111110
100000000001111111111,001111100001100011010,010111010000110001101,011011001001000110101,011101000100011010110,011110000010001101011,010000011111101011000,001000101110110101100,000100110111010110001,000010111011011000110,000001111100101100011,100111001010111110000,110011100101011101000,101110010101101100100,111001010011110100010,111100101001111000001,100101001111000001111,110010100110100010111,101010011100010011011,101001110010001011101,110100111000000111110
011110110010110100001,001011110101001110001,010011101111010001011,100000110101110100110,111001010011010010111,111111000100100111010,010010011011101110010,011101011100111000000,100011010110101001101,001101100011101001110,110100111001100011001,100001101010111110000,101100001111000100001,000111011001010101100,101010111000011001010,001110001100110010111,011000111110000111100,000100010110011111011,011000000001111101101,110101101000001100111,110110100111011010100
000000101011110101011,111001001101100001100,001011100100111011001,110111100011100010010,010101110110110100100,100110010111101001100,010111101000001101110,101111010110000101011,001101011001101110000,101001111010011011110,010011010001111000111,101100100001011100101,110000000101011111010,011010110011000111101,111010001010111100000,110100011000110011001,110001111111001000001,011100001110101010111,000111001111010110101,011110111101010000010,100010111100100110111
101100110000001000111,000010011110101100011,110011111000000110110,110010001001111010101,010101101101101000010,101001001111000011111,110100010111110010010,010001100110011110101,000110101010011011110,011111000011010100011,010100011101010101101,001001111010110000100,100111100100110001001,111010110111001001000,100101000011101101100,001110100101100110100,101101011100011110000,111100101010100111001,011111010000101011101,111000000100111101110,000001110001111111011
001011011100100101100,101110110001110000101,011111000110011000100,001011101011011100011,110001011011111110100,110010100010110101010,011100101101110110000,000110110001001111110,111100011011000001010,100100001100011101111,100101101111100000110,110111010101000110011,101010000111101011001,011001000001110011111,010010111111010011101,010101111000101001001,101101100010000111101,101001110100011011010,000110011010110010011,011000110110101100111,111010101000001010110
101010101111011101010,110111100000011001001,001011111010110010011,010100101001110100010,001100011100010001111,111101010011000011010,100000010000111111011,100111110101100001110,011000111010101001100,111001110100010110100,101110001001111010100,010011011101000111001,111110010110100100001,000100110111011010001,011010100001001110111,001101100100101111010,000111011010011100110,001001000011110101101,010010000110110011110,110001001111101000111,100100101010000111101
011110110010110100100,101001111001110101000,010101100111110001011,110000010101010100110,011001011010010010011,111111000100100111010,010010011011101101010,010111011101111010000,100011010110101001101,001101110001001001110,110110110001000011001,100011100011011110010,101100001111001100001,000111001000010101111,111010101100011001010,001010101101100010111,010001101110000111100,000100110100111111011,011000000001111111101,110101101000101100111,100100001010110011110
100001111110010011100,010101110100001101101,101110100110011010001,101101010001010110011,001011001101011100100,011001100111100010101,010000001011011111001,011010010110110101000,010111111001110000001,110011100000111110010,000010010101111011111,000101111111101110010,101001011010101001001,100011100111000101011,110100001110110100111,001010111010000110111,001101100011011001110,110111010011001010100,101110101001100111100,111000111101001000010,011111001100000011010
101010110011110010011,110110110000100111100,001101010111000111000,001110001010101011101,000001101100110111111,100110001101001110011,010010010110101101011,010011011001000010101,101011101010001101000,010111100010011010010,000100111001011001001,011100111010000100111,100101110110101000101,110000000011011111101,111000011100111010000,010110101111110100100,110101001011100001010,001111010001111100110,111111000100010001001,011000100101001001110,100010011110010001110
101100110000001000111,000010011110101100011,110011111000000110110,111010001001111000101,010101101101101000010,101001001111000011111,110100010111110010110,010001100110011110101,000110101010011011110,011111000011010100011,010100011101010101101,001001111010110000100,100111100100110001001,111010110111001001000,100101000011101101100,001110100101100110100,101101011100011110000,111100101010100111001,011111010000101011101,011000000100111101110,000000110001111111011
010000111100110010110,001111010110100001111,001001110101011011001,111000101010101001101,011110011001001010101,100010110111101000010,101010001111010011110,110011101001000001011,000001011011011100111,100110100100011100111,011011101110001110010,100111101010110010001,000100001101101111011,101101111101000100100,100011010000101111100,111010011100110100001,110101011110011001000,111100110010000111011,110001000111000110101,010110100011110101100,111101000001111000010
