100011,101100,011111,110101,110110,111000
001011,011100,010010,111000,110101,101110
011010,111100,010111,110010,101001,101110
011000,010101,101100,001011,110110,110001
010110,010011,011000,101010,001111,110101
100111,110110,111011,101100,011111,110101
001110,100100,010100,001101,111000,110011
111101,101100,001011,011110,000111,110010
111001,011010,110111,010100,001111,101100
111000,011110,100011,011101,110100,101100
100111,110110,111011,101100,011111,110101
001110,100100,010100,001101,111000,110011
111001,011010,110111,010100,001111,101100
011010,111100,010111,110010,101001,101110
100011,101100,011111,110101,110110,111000
001110,100100,010100,001101,111000,110011
011010,111100,010111,110010,101001,101110
100111,110110,111011,101100,011111,110101
011010,111100,010111,110010,101001,101110
001110,100100,010100,001101,111000,110011
001011,011100,010010,111000,110101,101110
001110,100100,010100,001101,111000,110011
111001,011010,110111,010100,001111,101100
011010,111100,010111,110010,101001,101110
001110,100100,010100,001101,111000,110011
001110,100100,010100,001101,111000,110011
010110,010011,011000,101010,001111,110101
011010,111100,010111,110010,101001,101110
001011,011100,010010,111000,110101,101110
010110,010011,011000,101010,001111,110101
011010,111100,010111,110010,101001,101110
001011,011100,010010,111000,110101,101110
001110,100100,010100,001101,111000,110011
100111,110110,111011,101100,011111,110101
010110,010011,011000,101010,001111,110101
010110,010011,011000,101010,001111,110101
011010,111100,010111,110010,101001,101110
100111,110110,111011,101100,011111,110101
011010,111100,010111,110010,101001,101110
001010,100100,010111,001101,111000,110011
010110,010011,011000,101010,001111,110101
010110,010011,011000,101010,001111,110101
100111,110110,111011,101100,011111,110101
001011,011100,010010,111000,110101,101110
010110,010011,011000,101010,0,1111,110101
001110,100100,010100,001101,111000,110011
001110,100100,010100,001101,111000,110011
011010,111100,010111,110010,101001,101110
111001,011010,110111,010100,001111,101100
011010,111100,010111,110010,101001,101110
011010,111100,010111,110010,101001,101110
001011,011100,010010,111000,110101,101110
111001,011010,110111,010100,001111,101100
011010,111100,010111,110010,101001,101110
111000,011110,100011,011101,110100,101100
010110,010011,011000,101010,001111,110101
111001,011010,110111,010100,001111,101100
010110,010011,011000,101010,001111,110101
111001,011010,110111,010100,001111,101100
010110,010011,011000,101010,001111,110101
111001,011010,110111,010100,001111,101100
001110,100100,010100,001101,111000,110011
010110,010011,011000,101010,001111,110101
100011,101100,011111,110101,110110,111000
010110,010011,011000,101010,001111,110101
100011,101100,011111,110101,110110,111000
010110,010011,011000,101010,001111,110101
100011,101100,011111,110101,110110,111000
011010,111100,010111,110010,101001,101110
111001,011010,110111,010100,001111,101100
001011,011100,0100100001010,111001,101110
111001,011010,110111,010100,001111,101100
010110,010011,011000,101010,001111,110101
001011,011100,010010,111000,110101,101110
100011,101100,011111,110101,110110,111000
011010,111100,010111,110010,101001,101110
001110,100100,010100,001101,111000,110011
001011,011100,010010,111000,110101,101110
100111,110110,111011,101100,011111,110101
100011,101100,011111,110101,110110,111000
001011,011100,010010,111000,110101,101110
011010,111100,010111,110010,101001,101110
010110,010011,011000,101010,001111,110101
001110,100100,010100,001101,111000,110011
111000,011110,100011,011101,110100,101100
111001,011010,110111,001101,001111,110000
100111,110110,111011,101100,011111,110101
001110,100100,010100,001101,111000,110011
100111,110110,111011,101100,011111,110101
011010,111100,010111,110010,101001,101110
011010,111100,010111,110010,101001,101110
001110,100100,010100,0011011111000,110011
010110,010011,011000,101010,001111,110101
100111,110110,111011,101100,011111,110101
100011,101100,011111,110101,110110,111000
100011,101100,011111,110101,110110,111000
001011,011100,010010,111000,110101,101110
111000,011110,100011,011101,110100,101100
010110,010011,011000,101010,00111
111000,011110,100011,011101,110100,101100
010110,010011,011000,101010,001111,110101
010110,010011,011000,101010,001111,110101
011010,111100,010111,110010,101001,101110
011000,010101,101100,,10101,110110,110001
111000,011110,100011,111101,110100,101100
111001,011010,110111,010100,001111,101100
111000,011110,100011,011101,110100,101100
011010,111100,010111,110010,101001,101110
010110,010011,011000,101010,001111,110101
001110,100100,010100,001101,111000,110011
111000,011110,100011,011101,110100,101100
111001,011010,110111,010100,001111,101100
100111,110110,111011,101100,011111,110101
100011,101100,011111,110101,110110,111000
010110,010011,011000,101010,001111,110101
001011,011100,010010,111000,110101,101110
010110,010011,011000,101010,001111,110101
100111,110110,111011,101100,011111,110101
001011,011100,010010,111000,110101,101110
111001,011010,110111,010100,001111,101100
001110,100100,010100,001101,111000,110011
100111,110110,111011,101100,011111,110101
100111,110110,111011,101100,011111,110101
001
001011,0,1100,010010,111000,110101,101110
010110,010011,011000,101010,001111,110101
010110,010011,011000,101010,001111,110101
011010,111100,010111,110010,101001,101110
100111,110110,111011,101100,011111,110101
100011,101100,011111,110101,110110,111000
001110,100100,010100,001101,111000,110011
111001,011010,110100,011101,001111,101100
011010,111100,010111,110010,101001,101110
011000,010101,101100,001011,110110,110001
100011,101100,011111,110101,110110,111000
001011,011100,010010,111000,110101,101110
111000,011110,100011,011101,110100,101100
100111,110110,111011,101100,011111,110101
011010,111100,010111,110010,101001,101110
011010,111100,010111,110010,101001,101110
011010,111100,010111,110010,101001,101110
111001,011010,110111,010100,001111,101100
001011,011100,010010,111000,110101,101110
001011,011100,010010,111000,110101,101110
100111,110110,111011,101100,011111,110101
001110,100100,010100,001101,111000,110011
100011,101100,011111,110101,110110,111000
111001,011010,110111,010100,001111,101100
010110,010011,011000,101010,001111,110101
111000,011110,100011,011101,110100,101100
001110,100100,010100,001101,111000,110011
001110,100100,010100,001101,111000,110011
111001,011010,110111,010100,001111,101100
100011,101100,011111,110101,110110,111000
001110,100100,010100,001101,111000,110011
100111,110110,111011,101100,011111,110101
001110,100100,010100,001101,111000,110011
001110,100100,010100,001101,111000,110011
001011,011100,010010,111000,110101,101110
111001,011010,110111,010100,001111,101100
100111,110110,111011,101100,011111,110101
010110,010011,011000,101010,001111,110101
001011,011100,010010,111000,110101,101110
010110,010011,011000,101010,001111,110101
010110,010011,011000,101010,001111,110101
100111,110110,111011,101100,011111,1101,1
001011,011100,010010,111000,110101,101110
011010,111100,010111,110010,101001,101110
001110,100100,010100,001101,111000,110011
010110,010011,011000,101010,001111,110101
001110,100100,010100,001101,111000,110011
001110,100100,010100,001101,111000,110011
011010,111100,010111,110010,101001,101110
010110,010011,011000,101010,001111,110101
011010,111100,010111,110010,101001,101110
111001,011010,110111,010100,001111,101100
001011,011100,010010,111000,110101,101110
011010,111100,010111,110010,101001,101110
111001,011010,110111,010100,001111,101100
111001,011010,110111,010100,001111,101100
100111,110110,111011,101100,011111,110101
001011,011100,010010,111000,110101,101110
001011,011100,010010,111000,110101,101110
011010,111100,010111,110010,101001,101110
111001,011010,110111,010100,001111,101100
010110,010011,011000,101010,001111,110101
001110,100100,010100,001101,111000,110011
001011,011100,010010,111000,110101,101110
011000,010101,101100,001011,110110,110001
111001,011010,110111,010100,001111,101100
010110,010011,011000,101010,001111,110101
100111,110110,111011,101100,011111,110101
010110,010011,011000,101010,001111,110101
001011,011100,010010,111000,110101,101110
011010,111100,010111,110010,101001,101110
001011,011100,010010,111000,110101,101110
011010,111100,010111,110010,101001,101110
001011,011100,010010,111000,110101,101110
001110,100100,010100,001101,111000,110011
011010,111100,010111,110010,101001,101110
100111,110110,111011,101100,011111,110101
010110,010011,011000,101010,001111,110101
